turbidity,source,taste,odour,colour,result
Medium,Lake,Sweety,Fishy,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates     Chloramine  ( combination of chlorine and ammonia) .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Fishy,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates    Chloramine  ( combination of chlorine and ammonia) . And may be    presence of     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Fishy,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  natural dissolved organic acids such as tannins  lignins and    Chloramine  ( combination of chlorine and ammonia) .
Medium,Lake,Sweety,Wet Dog Odour,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of bacteria that come from food  domastic wast .    and it is in the stage of decomposition of algae
Medium,Lake,Sweety,Wet Dog Odour,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of  organic matter  bacteria that come from food and  domastic wast .
Medium,Lake,Sweety,Wet Dog Odour,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of bacteria that come from food  domastic wast .   And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Wet Dog Odour,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of bacteria that come from food  domastic wast .
Medium,Lake,Sweety,Wet Dog Odour,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be   presence of bacteria that come from food  domastic wast . And  Foaming     Agents   or  air bubbles
Medium,Lake,Sweety,Wet Dog Odour,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and  presence of bacteria that come from food  domastic wast .
Medium,Lake,Sweety,Wet Dog Odour,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of bacteria that come from food  domastic wast .
Medium,Lake,Sweety,Wet Dog Odour,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of bacteria that come from food  domastic wast ..And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Wet Dog Odour,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of   bacteria that come from food or  domastic wast   and    Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Wet Dog Odour,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Wet Dog Odour,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates presence of  bacteria that come from food soap or other materials . and it is in the stage of decomposition of algae
Medium,Lake,Sweety,Sewage Odour,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of  bacteria that come from food soap or other materials and organic matter
Medium,Lake,Sweety,Sewage Odour,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of  bacteria that come from food soap or other materials . And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Medium,Lake,Sweety,Sewage Odour,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of  bacteria that come from food soap or other materials .
Medium,Lake,Sweety,Sewage Odour,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of  bacteria that come from food soap or other materials  Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Sewage Odour,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and presence of  bacteria that come from food soap or other materials .
Medium,Lake,Sweety,Sewage Odour,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and  presence of  bacteria that come from food soap or other materials .
Medium,Lake,Sweety,Sewage Odour,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of  bacteria that come from food soap or other materials .And natural dissolved organic matter (e.g. tannins)
Medium,Lake,Sweety,Sewage Odour,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be   presence of  bacteria that come from food soap or other materials   Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Sewage Odour,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of  bacteria that come from food soap or other materials and  natural dissolved organic acids such as tannins and lignins
Medium,Lake,Sweety,Bleach or chlorine,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates. presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and  presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  And presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and  presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be  presence of exces chlorine in water which  is not harmfull  health.  and   Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Bleach or chlorine,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminatesand presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Bleach or chlorine,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and may be   presence of exces chlorine in water which  is not harmfull  health.     Foaming     Agents  and air bubbles
Medium,Lake,Sweety,Bleach or chlorine,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of exces chlorine in water which  is not harmfull  health.
Medium,Lake,Sweety,Musty,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates .  and it is in the stage of decomposition of algae
